Course Subject,Course Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Semester
CHEM,103,General Chemistry Lab I,6,12,5,1,1,0,2,0,0,0,0,0,2,S-15
CHEM,103,General Chemistry Lab I,8,11,4,2,0,1,0,0,0,0,1,0,0,S-15
CHEM,103,General Chemistry Lab I,9,10,6,2,1,1,0,0,1,0,0,0,0,S-15
CHEM,103,General Chemistry Lab I,18,19,5,5,4,1,1,0,1,0,0,0,1,S-15
CHEM,103,General Chemistry Lab I,10,25,8,3,2,1,1,0,1,1,1,0,1,S-15
CHEM,103,General Chemistry Lab I,13,23,7,4,4,2,0,1,2,0,0,0,1,S-15
CHEM,103,General Chemistry Lab I,3,15,2,1,2,2,0,0,2,0,0,0,1,S-15
CHEM,103,General Chemistry Lab I,11,19,7,1,3,5,1,2,0,0,1,1,2,S-15
CHEM,103,General Chemistry Lab I,12,20,8,8,3,1,1,0,0,0,0,0,1,S-15
CHEM,103,General Chemistry Lab I,8,21,10,5,1,0,2,0,1,0,0,0,1,S-15
CHEM,103,General Chemistry Lab I,53,27,7,6,4,3,1,0,0,2,0,1,2,F-16
CHEM,103,General Chemistry Lab I,26,14,1,5,3,1,0,1,0,1,0,1,2,F-16
CHEM,103,General Chemistry Lab I,17,20,6,5,2,0,2,0,0,1,0,0,1,F-16
CHEM,103,General Chemistry Lab I,18,22,3,5,0,0,1,0,0,0,0,2,1,F-16
CHEM,103,General Chemistry Lab I,27,14,4,1,4,0,1,0,0,0,0,0,3,F-16
CHEM,103,General Chemistry Lab I,31,12,5,1,3,1,0,0,0,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,25,14,6,1,4,1,1,0,0,1,0,0,1,F-16
CHEM,103,General Chemistry Lab I,27,16,4,3,2,1,1,0,0,1,0,0,0,F-16
CHEM,103,General Chemistry Lab I,33,12,6,2,1,1,0,0,0,0,0,0,2,F-16
CHEM,103,General Chemistry Lab I,28,7,8,2,1,1,2,0,0,0,1,0,1,F-16
CHEM,103,General Chemistry Lab I,18,16,3,2,3,1,0,0,1,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,25,13,5,3,3,2,1,0,0,0,0,0,3,F-16
CHEM,103,General Chemistry Lab I,26,18,5,1,3,2,0,0,0,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,31,8,7,1,2,2,0,1,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,28,8,10,1,2,2,1,0,0,1,0,0,1,F-16
CHEM,103,General Chemistry Lab I,34,11,4,3,2,0,0,0,0,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,29,14,4,3,3,1,0,1,1,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,32,10,3,4,3,1,1,1,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,16,39,7,6,4,2,2,0,1,0,0,1,1,F-16
CHEM,103,General Chemistry Lab I,13,26,11,2,2,1,0,0,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,25,13,4,4,2,4,0,2,0,0,1,0,0,F-16
CHEM,103,General Chemistry Lab I,24,13,5,3,1,1,0,1,1,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,35,8,1,3,2,0,2,1,1,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,27,14,4,3,2,0,1,1,1,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,23,18,6,4,1,0,0,0,1,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,26,22,3,2,2,0,0,0,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,27,11,8,2,3,2,0,0,2,0,0,1,0,F-16
CHEM,103,General Chemistry Lab I,13,8,6,0,0,0,0,1,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,15,4,5,1,0,0,1,0,0,0,0,1,0,F-16
CHEM,103,General Chemistry Lab I,9,7,1,2,2,0,1,0,0,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,11,12,1,0,1,0,0,0,1,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,8,9,4,4,1,0,0,0,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,13,4,3,3,8,0,1,0,0,2,0,0,0,F-16
CHEM,103,General Chemistry Lab I,22,15,6,3,2,1,1,0,1,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,26,14,2,1,1,2,1,1,2,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,22,20,3,2,0,2,1,0,0,0,0,0,1,F-16
CHEM,103,General Chemistry Lab I,29,11,4,2,4,1,0,1,0,0,0,1,1,F-16
CHEM,103,General Chemistry Lab I,30,11,4,4,3,0,0,1,0,0,0,0,0,F-16
CHEM,103,General Chemistry Lab I,30,11,3,4,3,3,0,0,0,0,1,0,2,F-16
CHEM,103,General Chemistry Lab I,20,27,4,1,2,0,1,0,0,1,0,0,1,F-16
CHEM,104,General Chemistry II,20,30,11,32,35,28,38,46,32,12,4,7,5,F-15
CHEM,104,General Chemistry II,13,23,18,31,53,31,27,53,26,2,6,5,8,F-15
CHEM,104,General Chemistry II,3,4,3,3,6,5,5,7,5,1,2,1,1,F-15
CHEM,104,General Chemistry II,5,13,7,15,23,17,15,32,15,11,14,4,8,S-16
CHEM,104,General Chemistry II,10,26,9,21,51,23,23,36,27,5,7,7,4,S-16
CHEM,104,General Chemistry II,14,29,44,39,41,33,34,24,14,14,7,1,2,S-16
CHEM,104,General Chemistry II,11,24,17,21,65,21,15,53,16,15,1,4,5,S-16
CHEM,104,General Chemistry II,3,6,5,6,11,9,11,12,11,1,2,3,0,S-16
CHEM,104,General Chemistry II,4,23,8,21,21,17,22,25,18,13,26,14,11,S-15
CHEM,104,General Chemistry II,5,28,18,26,34,23,19,26,18,19,15,15,6,S-15
CHEM,104,General Chemistry II,8,36,20,37,39,30,27,43,30,9,1,0,5,S-15
CHEM,104,General Chemistry II,4,35,27,38,55,27,38,43,24,4,4,7,7,S-15
CHEM,104,General Chemistry II,2,2,3,5,5,3,6,9,3,1,1,0,1,S-15
CHEM,104,General Chemistry II,12,12,14,28,47,32,42,41,25,6,4,9,4,F-16
CHEM,104,General Chemistry II,12,22,11,31,31,25,44,38,34,10,4,8,4,F-16
CHEM,104,General Chemistry II,4,4,4,9,9,9,10,14,7,0,2,4,3,F-16
CHEM,105,General Chemistry Lab II,3,25,6,3,3,1,1,3,0,0,0,1,0,F-15
CHEM,105,General Chemistry Lab II,3,16,6,4,3,2,0,0,1,1,0,0,0,F-15
CHEM,105,General Chemistry Lab II,6,23,5,11,0,1,2,0,0,1,0,0,1,F-15
CHEM,105,General Chemistry Lab II,0,26,9,5,1,3,0,1,2,0,0,0,1,F-15
CHEM,105,General Chemistry Lab II,5,33,9,1,2,2,0,0,1,1,0,0,0,F-15
CHEM,105,General Chemistry Lab II,8,20,11,6,1,1,1,2,1,0,0,0,1,F-15
CHEM,105,General Chemistry Lab II,4,21,8,8,5,2,0,1,1,0,0,0,0,F-15
CHEM,105,General Chemistry Lab II,2,25,10,6,5,1,0,1,2,0,0,0,2,F-15
CHEM,105,General Chemistry Lab II,2,23,10,4,6,2,2,0,1,1,0,1,2,F-15
CHEM,105,General Chemistry Lab II,9,24,6,3,8,0,0,0,0,0,0,0,0,F-15
CHEM,105,General Chemistry Lab II,6,21,4,6,1,2,3,0,0,1,0,0,0,F-15
CHEM,105,General Chemistry Lab II,8,20,7,3,6,1,5,2,0,1,0,0,2,F-15
CHEM,105,General Chemistry Lab II,3,17,14,7,3,2,0,2,1,1,0,0,1,F-15
CHEM,105,General Chemistry Lab II,0,39,9,2,3,0,1,1,0,0,0,0,1,S-16
CHEM,105,General Chemistry Lab II,0,37,4,5,4,0,2,0,1,0,0,1,0,S-16
CHEM,105,General Chemistry Lab II,0,40,9,3,3,0,2,0,0,0,0,0,1,S-16
CHEM,105,General Chemistry Lab II,0,34,8,0,0,1,0,0,1,0,0,0,2,S-16
CHEM,105,General Chemistry Lab II,0,47,4,4,1,1,1,0,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,45,2,2,2,2,0,2,0,0,0,1,0,S-16
CHEM,105,General Chemistry Lab II,0,45,4,3,2,0,1,1,0,0,0,0,1,S-16
CHEM,105,General Chemistry Lab II,0,39,3,5,3,0,4,1,1,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,43,7,1,3,0,2,1,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,37,9,2,4,0,1,3,1,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,44,8,2,2,1,1,0,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,38,11,2,3,0,1,0,1,1,0,0,1,S-16
CHEM,105,General Chemistry Lab II,0,34,3,2,2,1,0,2,0,0,0,0,1,S-16
CHEM,105,General Chemistry Lab II,0,47,4,4,4,0,0,0,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,38,10,3,1,1,0,0,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,43,7,4,2,0,0,0,0,0,1,0,0,S-16
CHEM,105,General Chemistry Lab II,0,37,6,3,3,1,1,1,1,1,0,0,1,S-16
CHEM,105,General Chemistry Lab II,0,16,4,0,2,0,0,0,0,0,0,1,1,S-16
CHEM,105,General Chemistry Lab II,0,43,6,6,2,0,1,1,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,42,5,3,1,4,1,0,1,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,0,28,7,4,5,1,1,2,0,0,0,0,0,S-16
CHEM,105,General Chemistry Lab II,22,19,10,2,2,1,1,2,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,26,19,4,2,0,2,1,0,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,19,20,4,3,4,1,1,1,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,22,12,2,3,1,0,0,1,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,29,14,6,3,2,0,0,4,0,0,0,0,1,S-15
CHEM,105,General Chemistry Lab II,30,17,3,3,2,1,0,1,1,0,0,0,2,S-15
CHEM,105,General Chemistry Lab II,22,19,4,2,2,2,1,1,0,1,0,0,1,S-15
CHEM,105,General Chemistry Lab II,16,25,7,3,3,2,1,1,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,26,21,7,1,0,2,0,0,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,23,15,4,3,6,2,0,0,3,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,26,13,6,5,1,1,1,0,2,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,24,11,8,5,3,3,0,1,0,0,0,1,1,S-15
CHEM,105,General Chemistry Lab II,11,15,5,3,5,1,0,0,0,0,0,0,1,S-15
CHEM,105,General Chemistry Lab II,21,20,8,4,1,0,1,3,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,26,18,6,5,2,0,0,0,0,0,1,1,0,S-15
CHEM,105,General Chemistry Lab II,15,25,8,2,3,1,2,0,1,0,0,0,1,S-15
CHEM,105,General Chemistry Lab II,21,14,4,5,4,4,1,0,0,0,1,0,1,S-15
CHEM,105,General Chemistry Lab II,13,9,6,2,0,2,1,1,1,2,0,0,2,S-15
CHEM,105,General Chemistry Lab II,28,17,7,2,3,0,1,0,0,0,0,0,0,S-15
CHEM,105,General Chemistry Lab II,14,22,7,6,3,1,1,1,1,1,0,0,1,S-15
CHEM,105,General Chemistry Lab II,20,22,6,2,0,2,1,0,0,0,0,1,1,S-15
CHEM,105,General Chemistry Lab II,0,47,1,2,0,1,0,0,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,44,1,1,1,1,0,0,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,32,0,1,1,0,1,0,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,46,2,2,2,0,2,1,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,47,0,1,0,0,1,0,1,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,44,2,1,0,0,0,0,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,36,1,1,0,0,0,1,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,45,2,2,0,0,0,0,0,0,0,0,1,F-16
CHEM,105,General Chemistry Lab II,0,52,1,2,0,0,1,0,0,0,0,0,1,F-16
CHEM,105,General Chemistry Lab II,0,51,1,1,1,0,1,1,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,42,2,1,1,1,0,0,0,0,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,46,2,3,0,0,0,0,1,1,0,0,0,F-16
CHEM,105,General Chemistry Lab II,0,52,1,2,0,0,0,0,0,0,0,0,0,F-16
CHEM,108,"Chemistry, Everyday Phenomena",0,20,4,3,5,2,1,2,1,0,0,0,0,S-15
CHEM,199,Undergraduate Open Seminar,17,292,12,6,1,1,1,1,0,1,0,0,2,F-15
CHEM,199,Undergraduate Open Seminar,1,16,3,0,0,1,0,0,0,0,0,0,0,F-15
CHEM,199,Undergraduate Open Seminar,21,10,0,0,0,0,0,1,0,0,0,0,0,F-15
CHEM,199,Undergraduate Open Seminar,25,273,14,1,3,1,0,0,0,1,0,0,0,S-16
CHEM,199,Undergraduate Open Seminar,20,343,8,0,2,1,0,1,0,1,1,0,0,S-15
CHEM,199,Undergraduate Open Seminar,3,16,0,0,0,0,1,0,0,0,0,0,1,F-16
CHEM,199,Undergraduate Open Seminar,30,267,3,4,11,1,3,2,1,1,0,0,2,F-16
CHEM,202,Accelerated Chemistry I,4,30,25,35,36,27,25,31,21,9,14,9,12,F-15
CHEM,202,Accelerated Chemistry I,5,27,18,26,25,23,18,37,21,10,9,4,15,F-16
CHEM,203,Accelerated Chemistry Lab I,4,20,9,14,34,10,2,22,3,1,0,0,4,F-15
CHEM,203,Accelerated Chemistry Lab I,6,32,10,13,38,8,8,32,5,3,0,0,4,F-15
CHEM,203,Accelerated Chemistry Lab I,8,21,9,6,26,6,7,18,9,0,1,0,9,F-16
CHEM,203,Accelerated Chemistry Lab I,6,24,12,14,32,6,4,19,7,0,1,0,4,F-16
CHEM,204,Accelerated Chemistry II,1,21,29,32,29,9,33,24,17,12,11,3,5,S-16
CHEM,204,Accelerated Chemistry II,0,20,20,31,16,18,32,21,13,12,7,2,4,S-15
CHEM,205,Accelerated Chemistry Lab II,2,27,12,19,35,14,4,14,3,1,4,2,3,S-16
CHEM,205,Accelerated Chemistry Lab II,1,12,8,8,23,7,8,7,4,1,0,0,0,S-16
CHEM,205,Accelerated Chemistry Lab II,4,18,17,18,23,11,13,9,8,1,5,2,3,S-15
CHEM,205,Accelerated Chemistry Lab II,1,7,6,5,24,12,3,9,3,3,3,2,2,S-15
CHEM,222,Quantitative Analysis Lecture,3,43,23,16,12,7,6,3,0,1,1,0,0,F-15
CHEM,222,Quantitative Analysis Lecture,4,41,31,23,8,9,2,3,0,0,0,0,1,F-16
CHEM,223,Quantitative Analysis Lab,5,21,0,11,46,0,11,7,0,1,2,0,1,F-15
CHEM,223,Quantitative Analysis Lab,6,35,1,3,31,0,1,17,0,0,4,0,0,F-16
CHEM,232,Elementary Organic Chemistry I,13,66,35,49,84,65,71,61,40,22,24,15,19,F-15
CHEM,232,Elementary Organic Chemistry I,0,8,6,6,11,6,9,5,7,5,2,1,5,F-15
CHEM,232,Elementary Organic Chemistry I,11,28,6,17,54,25,25,72,27,24,40,10,17,S-16
CHEM,232,Elementary Organic Chemistry I,1,1,4,7,22,10,6,13,4,4,7,2,6,S-16
CHEM,232,Elementary Organic Chemistry I,6,18,22,24,59,56,59,64,30,20,2,2,0,S-15
CHEM,232,Elementary Organic Chemistry I,0,8,9,10,9,16,10,12,7,2,2,0,0,S-15
CHEM,232,Elementary Organic Chemistry I,9,41,18,11,86,28,32,85,29,24,61,7,26,F-16
CHEM,232,Elementary Organic Chemistry I,1,6,2,3,6,8,3,17,4,6,8,1,2,F-16
CHEM,232,Elementary Organic Chemistry I,7,20,7,11,17,10,2,9,3,0,2,0,0,F-16
CHEM,233,Elementary Organic Chem Lab I,13,47,48,25,26,11,4,3,4,0,1,1,0,F-15
CHEM,233,Elementary Organic Chem Lab I,11,29,25,24,40,11,4,3,2,0,0,2,3,F-15
CHEM,233,Elementary Organic Chem Lab I,6,10,16,17,17,12,2,1,0,0,0,0,1,F-15
CHEM,233,Elementary Organic Chem Lab I,24,50,41,23,20,8,2,1,2,1,0,0,2,S-16
CHEM,233,Elementary Organic Chem Lab I,26,48,40,24,29,8,9,3,1,0,2,0,1,S-16
CHEM,233,Elementary Organic Chem Lab I,8,36,25,17,16,11,5,5,2,0,0,0,2,S-16
CHEM,233,Elementary Organic Chem Lab I,30,53,24,23,24,14,7,6,1,0,0,0,1,S-15
CHEM,233,Elementary Organic Chem Lab I,13,41,39,30,20,13,9,9,3,1,0,0,1,S-15
CHEM,233,Elementary Organic Chem Lab I,12,29,24,19,23,11,11,5,2,2,1,2,0,S-15
CHEM,233,Elementary Organic Chem Lab I,19,46,35,37,40,6,6,3,2,0,1,1,2,F-16
CHEM,233,Elementary Organic Chem Lab I,13,35,25,24,26,9,5,9,1,2,2,0,1,F-16
CHEM,233,Elementary Organic Chem Lab I,8,20,24,14,14,4,2,2,0,0,1,0,0,F-16
CHEM,236,Fundamental Organic Chem I,1,38,12,9,65,13,6,41,16,0,4,0,3,F-15
CHEM,236,Fundamental Organic Chem I,3,7,5,7,4,8,5,3,2,0,1,0,3,S-16
CHEM,236,Fundamental Organic Chem I,1,9,4,3,9,5,3,14,2,0,2,1,1,S-15
CHEM,236,Fundamental Organic Chem I,10,25,16,18,45,11,13,31,25,0,13,0,3,F-16
CHEM,237,Structure and Synthesis,3,13,15,10,18,26,13,18,4,1,1,1,0,F-15
CHEM,237,Structure and Synthesis,3,12,3,5,7,3,5,2,1,1,0,0,0,F-15
CHEM,237,Structure and Synthesis,2,10,5,4,10,6,6,10,3,0,1,0,1,S-16
CHEM,237,Structure and Synthesis,3,13,9,5,12,4,8,19,4,1,0,0,0,S-15
CHEM,237,Structure and Synthesis,6,33,13,13,34,7,6,17,2,2,5,1,3,F-16
CHEM,237,Structure and Synthesis,5,15,7,11,22,3,2,3,1,1,2,0,0,F-16
CHEM,312,Inorganic Chemistry,5,16,4,9,11,7,1,4,3,1,2,1,0,F-15
CHEM,312,Inorganic Chemistry,0,5,7,5,11,5,2,16,6,6,8,0,3,S-16
CHEM,312,Inorganic Chemistry,0,7,3,6,19,2,9,13,1,4,7,2,2,S-15
CHEM,312,Inorganic Chemistry,5,7,3,5,10,3,2,4,0,0,2,0,2,F-16
CHEM,315,Instrumental Chem Systems Lab,2,17,9,9,8,9,5,10,4,0,3,0,2,F-15
CHEM,315,Instrumental Chem Systems Lab,2,24,5,11,20,5,7,10,4,0,5,0,2,S-16
CHEM,315,Instrumental Chem Systems Lab,11,20,17,12,10,10,4,4,2,1,1,0,4,S-15
CHEM,315,Instrumental Chem Systems Lab,2,40,4,5,40,1,3,35,1,0,2,0,2,F-16
CHEM,317,Inorganic Chemistry Lab,0,4,5,4,7,4,5,1,1,0,0,0,0,F-15
CHEM,317,Inorganic Chemistry Lab,1,10,5,4,5,3,3,0,0,0,0,0,0,F-16
CHEM,332,Elementary Organic Chem II,4,15,12,8,23,16,9,17,11,6,9,1,11,F-15
CHEM,332,Elementary Organic Chem II,1,6,14,10,15,9,9,16,9,8,3,3,6,S-16
CHEM,332,Elementary Organic Chem II,11,35,23,28,37,26,19,11,10,6,8,2,10,S-16
CHEM,332,Elementary Organic Chem II,3,19,19,21,33,18,26,27,13,19,13,4,13,S-15
CHEM,332,Elementary Organic Chem II,10,19,19,23,19,14,9,8,5,4,4,3,2,S-15
CHEM,332,Elementary Organic Chem II,11,16,12,11,19,17,7,11,7,12,8,5,15,F-16
CHEM,360,Chemistry of the Environment,7,96,11,4,2,2,0,3,0,0,2,0,2,S-16
CHEM,360,Chemistry of the Environment,8,35,11,13,13,16,7,6,4,4,3,3,3,S-15
CHEM,420,Instrumental Characterization,0,7,13,21,32,29,25,18,8,5,1,0,1,F-15
CHEM,420,Instrumental Characterization,8,18,7,5,19,3,6,5,2,2,2,2,1,S-16
CHEM,420,Instrumental Characterization,2,16,3,3,14,0,0,16,0,1,0,0,0,S-15
CHEM,420,Instrumental Characterization,3,28,18,23,19,8,8,27,14,0,4,0,1,F-16
CHEM,436,Fundamental Organic Chem II,4,30,5,16,17,18,16,21,7,0,1,0,2,S-16
CHEM,436,Fundamental Organic Chem II,15,19,12,20,28,17,15,27,7,6,4,4,7,S-15
CHEM,436,Fundamental Organic Chem II,1,3,2,4,5,1,2,1,3,0,1,0,4,F-16
CHEM,437,Organic Chemistry Lab,2,9,2,4,4,2,1,1,0,0,1,0,1,S-16
CHEM,437,Organic Chemistry Lab,1,6,5,3,2,3,3,0,0,0,1,0,2,S-15
CHEM,440,Physical Chemistry Principles,5,4,5,4,6,6,3,5,2,0,0,0,0,F-15
CHEM,440,Physical Chemistry Principles,4,25,4,8,38,6,7,3,2,0,1,0,1,F-15
CHEM,440,Physical Chemistry Principles,3,9,4,3,9,2,2,4,1,0,0,0,0,F-16
CHEM,440,Physical Chemistry Principles,1,23,27,26,15,11,4,3,0,0,0,0,0,F-16
CHEM,442,Physical Chemistry I,3,7,3,7,3,2,3,3,1,0,0,0,1,F-15
CHEM,442,Physical Chemistry I,4,11,7,11,11,6,5,2,2,0,1,0,2,F-15
CHEM,442,Physical Chemistry I,5,27,4,10,22,1,1,0,1,0,0,0,0,F-15
CHEM,442,Physical Chemistry I,11,12,7,10,2,7,1,2,8,0,0,0,2,S-16
CHEM,442,Physical Chemistry I,5,16,6,7,23,5,2,8,0,0,1,0,1,S-15
CHEM,442,Physical Chemistry I,2,8,4,4,4,1,1,0,1,0,0,0,3,F-16
CHEM,442,Physical Chemistry I,1,23,9,2,18,5,3,1,1,0,1,0,1,F-16
CHEM,442,Physical Chemistry I,1,35,7,7,21,0,0,1,0,0,0,0,0,F-16
CHEM,444,Physical Chemistry II,2,6,0,2,8,1,1,2,2,0,0,0,0,S-16
CHEM,444,Physical Chemistry II,2,3,1,7,8,4,2,1,0,0,3,0,1,S-15
CHEM,474,Drug Discovery & Development,7,8,5,6,7,6,5,3,4,0,2,1,2,F-15
CHEM,483,Solid State Structural Anlys,2,5,6,1,3,3,1,0,0,0,0,0,0,S-16
CHEM,483,Solid State Structural Anlys,0,8,4,2,4,1,0,2,0,0,0,0,0,S-15
CHEM,512,Advanced Inorganic Chemistry,1,12,3,3,12,0,0,0,0,0,0,0,0,F-16
CHEM,530,Structure and Spectroscopy,0,11,7,8,5,4,0,0,0,0,0,0,0,S-16
CHEM,530,Structure and Spectroscopy,0,12,6,5,10,3,0,0,0,0,0,0,0,S-15
CHEM,532,Physical Organic Chemistry,2,11,6,7,10,2,0,1,0,0,0,0,0,F-15
CHEM,532,Physical Organic Chemistry,1,12,5,5,10,2,1,0,0,0,0,0,0,F-16
CHEM,534,Advanced Organic Synthesis,4,3,2,10,6,5,0,1,0,0,0,0,0,F-15
CHEM,534,Advanced Organic Synthesis,3,7,1,2,6,2,0,1,0,0,0,0,0,F-16
CHEM,544,Statistical Thermodynamics,3,12,4,1,4,0,0,0,0,0,0,0,0,F-16
CHEM,570,Concepts in Chemical Biology,5,9,7,6,5,0,0,0,0,0,0,0,0,F-15
CHEM,570,Concepts in Chemical Biology,1,5,6,6,8,2,0,0,0,0,0,0,0,F-16
CHEM,572,Enzyme Reaction Mechanisms,2,7,3,2,9,0,0,0,0,0,0,0,0,S-16
CHEM,584,Introduction to Materials Chem,0,4,6,4,10,1,0,0,0,0,0,0,0,F-15
CHEM,584,Introduction to Materials Chem,0,18,6,11,10,1,0,1,0,0,0,0,0,F-16
CHEM,588,Physical Methods Mat Chem,0,20,4,3,0,1,0,0,0,0,0,0,0,S-16
CHEM,590,Special Topics in Chemistry,0,23,4,0,1,0,0,0,0,0,0,0,0,S-16
CHLH,100,Contemporary Health,14,13,10,6,3,2,0,0,0,0,0,0,0,F-15
CHLH,100,Contemporary Health,4,10,6,6,6,1,2,1,0,0,0,1,0,F-15
CHLH,100,Contemporary Health,9,12,9,6,7,2,1,3,0,0,0,0,0,F-15
CHLH,100,Contemporary Health,11,14,6,2,8,2,1,2,2,0,0,0,0,F-15
CHLH,100,Contemporary Health,23,57,51,17,9,5,2,4,0,0,0,1,2,F-15
CHLH,100,Contemporary Health,3,2,5,7,6,2,1,2,0,1,1,0,0,S-16
CHLH,100,Contemporary Health,7,4,9,10,12,4,0,3,2,1,0,0,0,S-16
CHLH,100,Contemporary Health,5,7,5,11,3,6,2,2,1,0,0,0,0,S-16
CHLH,100,Contemporary Health,8,10,5,4,6,6,3,3,0,2,1,0,2,S-16
CHLH,100,Contemporary Health,17,12,6,3,1,0,1,2,1,0,0,0,0,S-15
CHLH,100,Contemporary Health,26,13,6,4,3,2,0,0,0,0,0,1,0,S-15
CHLH,100,Contemporary Health,16,13,3,2,2,1,2,1,1,1,0,0,0,S-15
CHLH,100,Contemporary Health,21,9,4,2,7,3,1,2,1,0,0,0,1,S-15
CHLH,100,Contemporary Health,12,10,8,11,4,0,2,1,1,2,0,0,0,F-16
CHLH,100,Contemporary Health,6,10,5,6,2,0,1,0,0,1,0,0,0,F-16
CHLH,100,Contemporary Health,7,9,8,4,6,1,0,1,1,0,1,0,0,F-16
CHLH,100,Contemporary Health,11,13,10,4,5,2,2,0,0,0,0,0,0,F-16
CHLH,100,Contemporary Health,77,213,135,58,82,37,22,18,13,2,6,4,12,F-16
CHLH,101,Introduction to Public Health,13,12,3,2,3,3,1,2,1,0,1,0,1,F-15
CHLH,101,Introduction to Public Health,12,10,8,6,4,2,1,1,2,0,0,0,1,F-15
CHLH,101,Introduction to Public Health,6,16,7,7,4,4,3,2,0,0,0,0,0,F-15
CHLH,101,Introduction to Public Health,17,13,3,0,1,0,0,0,0,0,0,0,0,F-15
CHLH,101,Introduction to Public Health,18,6,5,1,3,0,0,0,0,0,0,0,0,F-15
CHLH,101,Introduction to Public Health,13,5,4,0,2,2,0,0,0,0,0,0,1,F-15
CHLH,101,Introduction to Public Health,0,0,2,8,3,14,9,3,4,2,1,0,0,S-16
CHLH,101,Introduction to Public Health,0,4,4,7,12,4,5,4,1,4,1,1,0,S-16
CHLH,101,Introduction to Public Health,0,0,3,3,5,12,9,5,5,0,1,1,0,S-16
CHLH,101,Introduction to Public Health,8,16,5,8,5,0,5,0,1,0,0,0,0,S-16
CHLH,101,Introduction to Public Health,7,16,16,4,2,1,2,0,0,0,0,0,0,S-16
CHLH,101,Introduction to Public Health,5,15,9,1,7,7,1,0,2,0,1,0,0,S-16
CHLH,101,Introduction to Public Health,28,157,98,50,45,25,12,9,9,5,3,1,9,S-16
CHLH,101,Introduction to Public Health,0,7,4,9,11,7,3,4,1,0,1,1,0,S-15
CHLH,101,Introduction to Public Health,0,2,4,5,8,8,4,3,7,0,1,1,2,S-15
CHLH,101,Introduction to Public Health,0,5,12,11,9,6,3,3,1,0,0,0,0,S-15
CHLH,101,Introduction to Public Health,0,7,8,4,9,7,2,2,3,2,0,0,1,S-15
CHLH,101,Introduction to Public Health,15,14,6,4,4,2,1,0,1,0,0,1,0,S-15
CHLH,101,Introduction to Public Health,13,16,5,6,6,1,0,0,1,0,1,0,0,S-15
CHLH,101,Introduction to Public Health,10,16,6,4,2,5,1,2,0,0,1,0,0,S-15
CHLH,101,Introduction to Public Health,10,12,12,2,5,4,2,2,0,0,0,0,0,S-15
CHLH,101,Introduction to Public Health,2,12,10,9,10,3,2,1,1,0,0,0,0,F-16
CHLH,101,Introduction to Public Health,4,6,2,5,3,1,0,0,0,1,0,0,2,F-16
